Week_end,Indicator,High_industry,Value
2021-10-03,Weekly earnings - lower quartile - 34 days,Z No Match,408
2021-10-10,Number of paid jobs - 34 days,Total,2297650
2021-10-10,Number of paid jobs - 34 days,A Primary,102740
2021-10-10,Number of paid jobs - 34 days,B Goods Producing,433430
2021-10-10,Number of paid jobs - 34 days,C Services,1702340
2021-10-10,Number of paid jobs - 34 days,Z No Match,59150
2021-10-10,Weekly earnings - median - 34 days,Total,1100
2021-10-10,Weekly earnings - median - 34 days,A Primary,1009.84
2021-10-10,Weekly earnings - median - 34 days,B Goods Producing,1236.36
2021-10-10,Weekly earnings - median - 34 days,C Services,1080
2021-10-10,Weekly earnings - median - 34 days,Z No Match,692.41
2021-10-10,Weekly earnings - upper quartile - 34 days,Total,1584.21
2021-10-10,Weekly earnings - upper quartile - 34 days,A Primary,1368.45
2021-10-10,Weekly earnings - upper quartile - 34 days,B Goods Producing,1640
2021-10-10,Weekly earnings - upper quartile - 34 days,C Services,1599.46
2021-10-10,Weekly earnings - upper quartile - 34 days,Z No Match,1000.8
2021-10-10,Weekly earnings - lower quartile - 34 days,Total,696.15
2021-10-10,Weekly earnings - lower quartile - 34 days,A Primary,582.74
2021-10-10,Weekly earnings - lower quartile - 34 days,B Goods Producing,937.86
2021-10-10,Weekly earnings - lower quartile - 34 days,C Services,644
2021-10-10,Weekly earnings - lower quartile - 34 days,Z No Match,418.63
2021-10-17,Number of paid jobs - 34 days,Total,2296960
2021-10-17,Number of paid jobs - 34 days,A Primary,104950
2021-10-17,Number of paid jobs - 34 days,B Goods Producing,436110
2021-10-17,Number of paid jobs - 34 days,C Services,1699360
2021-10-17,Number of paid jobs - 34 days,Z No Match,56540
2021-10-17,Weekly earnings - median - 34 days,Total,1108
2021-10-17,Weekly earnings - median - 34 days,A Primary,1029.75
2021-10-17,Weekly earnings - median - 34 days,B Goods Producing,1245
2021-10-17,Weekly earnings - median - 34 days,C Services,1080
2021-10-17,Weekly earnings - median - 34 days,Z No Match,720
2021-10-17,Weekly earnings - upper quartile - 34 days,Total,1590.67
2021-10-17,Weekly earnings - upper quartile - 34 days,A Primary,1379.76
2021-10-17,Weekly earnings - upper quartile - 34 days,B Goods Producing,1647.45
2021-10-17,Weekly earnings - upper quartile - 34 days,C Services,1600
2021-10-17,Weekly earnings - upper quartile - 34 days,Z No Match,1108.37
2021-10-17,Weekly earnings - lower quartile - 34 days,Total,707.82
2021-10-17,Weekly earnings - lower quartile - 34 days,A Primary,602.44
2021-10-17,Weekly earnings - lower quartile - 34 days,B Goods Producing,947.87
2021-10-17,Weekly earnings - lower quartile - 34 days,C Services,650
2021-10-17,Weekly earnings - lower quartile - 34 days,Z No Match,429.57
2021-10-24,Number of paid jobs - 34 days,Total,2313340
2021-10-24,Number of paid jobs - 34 days,A Primary,106120
2021-10-24,Number of paid jobs - 34 days,B Goods Producing,437320
2021-10-24,Number of paid jobs - 34 days,C Services,1713080
2021-10-24,Number of paid jobs - 34 days,Z No Match,56830
2021-10-24,Weekly earnings - median - 34 days,Total,1105.77
2021-10-24,Weekly earnings - median - 34 days,A Primary,1041.98
2021-10-24,Weekly earnings - median - 34 days,B Goods Producing,1242.71
2021-10-24,Weekly earnings - median - 34 days,C Services,1080
2021-10-24,Weekly earnings - median - 34 days,Z No Match,692.32
2021-10-24,Weekly earnings - upper quartile - 34 days,Total,1584.96
2021-10-24,Weekly earnings - upper quartile - 34 days,A Primary,1400
2021-10-24,Weekly earnings - upper quartile - 34 days,B Goods Producing,1637.68
2021-10-24,Weekly earnings - upper quartile - 34 days,C Services,1599.46
2021-10-24,Weekly earnings - upper quartile - 34 days,Z No Match,988.5
2021-10-24,Weekly earnings - lower quartile - 34 days,Total,705.06
2021-10-24,Weekly earnings - lower quartile - 34 days,A Primary,623.21
2021-10-24,Weekly earnings - lower quartile - 34 days,B Goods Producing,950.11
2021-10-24,Weekly earnings - lower quartile - 34 days,C Services,648
2021-10-24,Weekly earnings - lower quartile - 34 days,Z No Match,410.12
2021-10-31,Number of paid jobs - 34 days,Total,2320720
2021-10-31,Number of paid jobs - 34 days,A Primary,106300
2021-10-31,Number of paid jobs - 34 days,B Goods Producing,439330
2021-10-31,Number of paid jobs - 34 days,C Services,1717920
2021-10-31,Number of paid jobs - 34 days,Z No Match,57170
2021-10-31,Weekly earnings - median - 34 days,Total,1120
2021-10-31,Weekly earnings - median - 34 days,A Primary,1045.29
2021-10-31,Weekly earnings - median - 34 days,B Goods Producing,1253
2021-10-31,Weekly earnings - median - 34 days,C Services,1094.04
2021-10-31,Weekly earnings - median - 34 days,Z No Match,719.47
2021-10-31,Weekly earnings - upper quartile - 34 days,Total,1603.06
2021-10-31,Weekly earnings - upper quartile - 34 days,A Primary,1415.32
2021-10-31,Weekly earnings - upper quartile - 34 days,B Goods Producing,1662.35
2021-10-31,Weekly earnings - upper quartile - 34 days,C Services,1615.39
2021-10-31,Weekly earnings - upper quartile - 34 days,Z No Match,1106.84
2021-10-31,Weekly earnings - lower quartile - 34 days,Total,720.09
2021-10-31,Weekly earnings - lower quartile - 34 days,A Primary,617.14
2021-10-31,Weekly earnings - lower quartile - 34 days,B Goods Producing,959.68
2021-10-31,Weekly earnings - lower quartile - 34 days,C Services,665.71
2021-10-31,Weekly earnings - lower quartile - 34 days,Z No Match,420
2021-11-07,Number of paid jobs - 34 days,Total,2322130
2021-11-07,Number of paid jobs - 34 days,A Primary,106590
2021-11-07,Number of paid jobs - 34 days,B Goods Producing,439260
2021-11-07,Number of paid jobs - 34 days,C Services,1719180
2021-11-07,Number of paid jobs - 34 days,Z No Match,57100
2021-11-07,Weekly earnings - median - 34 days,Total,1115.38
2021-11-07,Weekly earnings - median - 34 days,A Primary,1027.65
2021-11-07,Weekly earnings - median - 34 days,B Goods Producing,1262
2021-11-07,Weekly earnings - median - 34 days,C Services,1089.75
2021-11-07,Weekly earnings - median - 34 days,Z No Match,685.32
2021-11-07,Weekly earnings - upper quartile - 34 days,Total,1605.32
2021-11-07,Weekly earnings - upper quartile - 34 days,A Primary,1394
2021-11-07,Weekly earnings - upper quartile - 34 days,B Goods Producing,1679.6
2021-11-07,Weekly earnings - upper quartile - 34 days,C Services,1618.1
2021-11-07,Weekly earnings - upper quartile - 34 days,Z No Match,980.96
2021-11-07,Weekly earnings - lower quartile - 34 days,Total,714.29
2021-11-07,Weekly earnings - lower quartile - 34 days,A Primary,591.45
2021-11-07,Weekly earnings - lower quartile - 34 days,B Goods Producing,960.69
2021-11-07,Weekly earnings - lower quartile - 34 days,C Services,660.56
2021-11-07,Weekly earnings - lower quartile - 34 days,Z No Match,405
2021-11-14,Number of paid jobs - 34 days,Total,2334150
2021-11-14,Number of paid jobs - 34 days,A Primary,108630
2021-11-14,Number of paid jobs - 34 days,B Goods Producing,441490
2021-11-14,Number of paid jobs - 34 days,C Services,1726550
2021-11-14,Number of paid jobs - 34 days,Z No Match,57470
2021-11-14,Weekly earnings - median - 34 days,Total,1115.5
2021-11-14,Weekly earnings - median - 34 days,A Primary,1041.4
2021-11-14,Weekly earnings - median - 34 days,B Goods Producing,1265.07
2021-11-14,Weekly earnings - median - 34 days,C Services,1089
2021-11-14,Weekly earnings - median - 34 days,Z No Match,664
2021-11-14,Weekly earnings - upper quartile - 34 days,Total,1607.62
2021-11-14,Weekly earnings - upper quartile - 34 days,A Primary,1396.88
2021-11-14,Weekly earnings - upper quartile - 34 days,B Goods Producing,1680.36
2021-11-14,Weekly earnings - upper quartile - 34 days,C Services,1620
2021-11-14,Weekly earnings - upper quartile - 34 days,Z No Match,970.99
2021-11-14,Weekly earnings - lower quartile - 34 days,Total,717.79
2021-11-14,Weekly earnings - lower quartile - 34 days,A Primary,616.58
2021-11-14,Weekly earnings - lower quartile - 34 days,B Goods Producing,960.71
2021-11-14,Weekly earnings - lower quartile - 34 days,C Services,665.4
2021-11-14,Weekly earnings - lower quartile - 34 days,Z No Match,402.5
2021-11-21,Number of paid jobs - 34 days,Total,2356660
2021-11-21,Number of paid jobs - 34 days,A Primary,112170
2021-11-21,Number of paid jobs - 34 days,B Goods Producing,445110
2021-11-21,Number of paid jobs - 34 days,C Services,1740460
2021-11-21,Number of paid jobs - 34 days,Z No Match,58920
2021-11-21,Weekly earnings - median - 34 days,Total,1117.99
2021-11-21,Weekly earnings - median - 34 days,A Primary,1053.85
2021-11-21,Weekly earnings - median - 34 days,B Goods Producing,1268.39
2021-11-21,Weekly earnings - median - 34 days,C Services,1090.92
2021-11-21,Weekly earnings - median - 34 days,Z No Match,665.37
2021-11-21,Weekly earnings - upper quartile - 34 days,Total,1618.27
2021-11-21,Weekly earnings - upper quartile - 34 days,A Primary,1405.29
2021-11-21,Weekly earnings - upper quartile - 34 days,B Goods Producing,1691.28
2021-11-21,Weekly earnings - upper quartile - 34 days,C Services,1633.33
2021-11-21,Weekly earnings - upper quartile - 34 days,Z No Match,972.22
2021-11-21,Weekly earnings - lower quartile - 34 days,Total,717.5
2021-11-21,Weekly earnings - lower quartile - 34 days,A Primary,617.04
2021-11-21,Weekly earnings - lower quartile - 34 days,B Goods Producing,960
2021-11-21,Weekly earnings - lower quartile - 34 days,C Services,666.95
2021-11-21,Weekly earnings - lower quartile - 34 days,Z No Match,401.7
2021-11-28,Number of paid jobs - 34 days,Total,2360780
2021-11-28,Number of paid jobs - 34 days,A Primary,113100
2021-11-28,Number of paid jobs - 34 days,B Goods Producing,446750
2021-11-28,Number of paid jobs - 34 days,C Services,1741750
2021-11-28,Number of paid jobs - 34 days,Z No Match,59180
2021-11-28,Weekly earnings - median - 34 days,Total,1122.71
2021-11-28,Weekly earnings - median - 34 days,A Primary,1057.04
2021-11-28,Weekly earnings - median - 34 days,B Goods Producing,1269.29
2021-11-28,Weekly earnings - median - 34 days,C Services,1099.2
2021-11-28,Weekly earnings - median - 34 days,Z No Match,667.08
2021-11-28,Weekly earnings - upper quartile - 34 days,Total,1624.63
2021-11-28,Weekly earnings - upper quartile - 34 days,A Primary,1414.53
2021-11-28,Weekly earnings - upper quartile - 34 days,B Goods Producing,1683.5
2021-11-28,Weekly earnings - upper quartile - 34 days,C Services,1635.91
2021-11-28,Weekly earnings - upper quartile - 34 days,Z No Match,976.93
2021-11-28,Weekly earnings - lower quartile - 34 days,Total,728.75
2021-11-28,Weekly earnings - lower quartile - 34 days,A Primary,629.99
2021-11-28,Weekly earnings - lower quartile - 34 days,B Goods Producing,962.01
2021-11-28,Weekly earnings - lower quartile - 34 days,C Services,680.03
2021-11-28,Weekly earnings - lower quartile - 34 days,Z No Match,400.3
2021-12-05,Number of paid jobs - 34 days,Total,2372520
2021-12-05,Number of paid jobs - 34 days,A Primary,114940
2021-12-05,Number of paid jobs - 34 days,B Goods Producing,448300
2021-12-05,Number of paid jobs - 34 days,C Services,1748900
2021-12-05,Number of paid jobs - 34 days,Z No Match,60380
2021-12-05,Weekly earnings - median - 34 days,Total,1126.59
2021-12-05,Weekly earnings - median - 34 days,A Primary,1010
2021-12-05,Weekly earnings - median - 34 days,B Goods Producing,1269.23
2021-12-05,Weekly earnings - median - 34 days,C Services,1109.4
2021-12-05,Weekly earnings - median - 34 days,Z No Match,661.25
2021-12-05,Weekly earnings - upper quartile - 34 days,Total,1639.53
2021-12-05,Weekly earnings - upper quartile - 34 days,A Primary,1380
2021-12-05,Weekly earnings - upper quartile - 34 days,B Goods Producing,1693
2021-12-05,Weekly earnings - upper quartile - 34 days,C Services,1668.3
2021-12-05,Weekly earnings - upper quartile - 34 days,Z No Match,971.23
2021-12-05,Weekly earnings - lower quartile - 34 days,Total,729.74
2021-12-05,Weekly earnings - lower quartile - 34 days,A Primary,564.62
2021-12-05,Weekly earnings - lower quartile - 34 days,B Goods Producing,960
2021-12-05,Weekly earnings - lower quartile - 34 days,C Services,687.76
2021-12-05,Weekly earnings - lower quartile - 34 days,Z No Match,391.64
2021-12-12,Number of paid jobs - 34 days,Total,2358520
2021-12-12,Number of paid jobs - 34 days,A Primary,114820
2021-12-12,Number of paid jobs - 34 days,B Goods Producing,447390
2021-12-12,Number of paid jobs - 34 days,C Services,1735440
2021-12-12,Number of paid jobs - 34 days,Z No Match,60870
2021-12-12,Weekly earnings - median - 34 days,Total,1141.55
2021-12-12,Weekly earnings - median - 34 days,A Primary,1025.15
2021-12-12,Weekly earnings - median - 34 days,B Goods Producing,1280
2021-12-12,Weekly earnings - median - 34 days,C Services,1123.24
2021-12-12,Weekly earnings - median - 34 days,Z No Match,675.4
2021-12-12,Weekly earnings - upper quartile - 34 days,Total,1664.5
2021-12-12,Weekly earnings - upper quartile - 34 days,A Primary,1392.98
2021-12-12,Weekly earnings - upper quartile - 34 days,B Goods Producing,1715.25
2021-12-12,Weekly earnings - upper quartile - 34 days,C Services,1694.96
2021-12-12,Weekly earnings - upper quartile - 34 days,Z No Match,988.53
2021-12-12,Weekly earnings - lower quartile - 34 days,Total,751
2021-12-12,Weekly earnings - lower quartile - 34 days,A Primary,588.93
2021-12-12,Weekly earnings - lower quartile - 34 days,B Goods Producing,962.5
2021-12-12,Weekly earnings - lower quartile - 34 days,C Services,715
2021-12-12,Weekly earnings - lower quartile - 34 days,Z No Match,413.08
2021-12-19,Number of paid jobs - 34 days,Total,2357960
2021-12-19,Number of paid jobs - 34 days,A Primary,115520
2021-12-19,Number of paid jobs - 34 days,B Goods Producing,448140
2021-12-19,Number of paid jobs - 34 days,C Services,1735950
2021-12-19,Number of paid jobs - 34 days,Z No Match,58350
2021-12-19,Weekly earnings - median - 34 days,Total,1138.94
2021-12-19,Weekly earnings - median - 34 days,A Primary,1014.3
2021-12-19,Weekly earnings - median - 34 days,B Goods Producing,1303.66
2021-12-19,Weekly earnings - median - 34 days,C Services,1115.38
2021-12-19,Weekly earnings - median - 34 days,Z No Match,680
2021-12-19,Weekly earnings - upper quartile - 34 days,Total,1657.45
2021-12-19,Weekly earnings - upper quartile - 34 days,A Primary,1400
2021-12-19,Weekly earnings - upper quartile - 34 days,B Goods Producing,1768.81
2021-12-19,Weekly earnings - upper quartile - 34 days,C Services,1666
2021-12-19,Weekly earnings - upper quartile - 34 days,Z No Match,992.31
2021-12-19,Weekly earnings - lower quartile - 34 days,Total,750
2021-12-19,Weekly earnings - lower quartile - 34 days,A Primary,563.89
2021-12-19,Weekly earnings - lower quartile - 34 days,B Goods Producing,978.25
2021-12-19,Weekly earnings - lower quartile - 34 days,C Services,708.75
2021-12-19,Weekly earnings - lower quartile - 34 days,Z No Match,423.72
2021-12-26,Number of paid jobs - 34 days,Total,2292320
2021-12-26,Number of paid jobs - 34 days,A Primary,112600
2021-12-26,Number of paid jobs - 34 days,B Goods Producing,442310
2021-12-26,Number of paid jobs - 34 days,C Services,1679670
2021-12-26,Number of paid jobs - 34 days,Z No Match,57740
2021-12-26,Weekly earnings - median - 34 days,Total,1143.71
2021-12-26,Weekly earnings - median - 34 days,A Primary,1035
2021-12-26,Weekly earnings - median - 34 days,B Goods Producing,1243.22
2021-12-26,Weekly earnings - median - 34 days,C Services,1134.62
2021-12-26,Weekly earnings - median - 34 days,Z No Match,690.14
2021-12-26,Weekly earnings - upper quartile - 34 days,Total,1639.85
2021-12-26,Weekly earnings - upper quartile - 34 days,A Primary,1414.16
2021-12-26,Weekly earnings - upper quartile - 34 days,B Goods Producing,1680
2021-12-26,Weekly earnings - upper quartile - 34 days,C Services,1672.47
2021-12-26,Weekly earnings - upper quartile - 34 days,Z No Match,1000
2021-12-26,Weekly earnings - lower quartile - 34 days,Total,770.1
2021-12-26,Weekly earnings - lower quartile - 34 days,A Primary,588.9
2021-12-26,Weekly earnings - lower quartile - 34 days,B Goods Producing,940.4
2021-12-26,Weekly earnings - lower quartile - 34 days,C Services,745.14
2021-12-26,Weekly earnings - lower quartile - 34 days,Z No Match,440.56
2022-01-02,Number of paid jobs - 34 days,Total,2251330
2022-01-02,Number of paid jobs - 34 days,A Primary,107780
2022-01-02,Number of paid jobs - 34 days,B Goods Producing,426170
2022-01-02,Number of paid jobs - 34 days,C Services,1660160
2022-01-02,Number of paid jobs - 34 days,Z No Match,57230
2022-01-02,Weekly earnings - median - 34 days,Total,1153.85
2022-01-02,Weekly earnings - median - 34 days,A Primary,1036.8
2022-01-02,Weekly earnings - median - 34 days,B Goods Producing,1231.97
2022-01-02,Weekly earnings - median - 34 days,C Services,1153.85
2022-01-02,Weekly earnings - median - 34 days,Z No Match,695.26
2022-01-02,Weekly earnings - upper quartile - 34 days,Total,1642
2022-01-02,Weekly earnings - upper quartile - 34 days,A Primary,1419.63
2022-01-02,Weekly earnings - upper quartile - 34 days,B Goods Producing,1644.56
2022-01-02,Weekly earnings - upper quartile - 34 days,C Services,1683.66
2022-01-02,Weekly earnings - upper quartile - 34 days,Z No Match,1002.76
2022-01-02,Weekly earnings - lower quartile - 34 days,Total,769.71
2022-01-02,Weekly earnings - lower quartile - 34 days,A Primary,563.62
2022-01-02,Weekly earnings - lower quartile - 34 days,B Goods Producing,924
2022-01-02,Weekly earnings - lower quartile - 34 days,C Services,752.69
2022-01-02,Weekly earnings - lower quartile - 34 days,Z No Match,450
2022-01-09,Number of paid jobs - 34 days,Total,2236990
2022-01-09,Number of paid jobs - 34 days,A Primary,109950
2022-01-09,Number of paid jobs - 34 days,B Goods Producing,426170
2022-01-09,Number of paid jobs - 34 days,C Services,1645130
2022-01-09,Number of paid jobs - 34 days,Z No Match,55740
2022-01-09,Weekly earnings - median - 34 days,Total,1150.74
2022-01-09,Weekly earnings - median - 34 days,A Primary,1053.71
2022-01-09,Weekly earnings - median - 34 days,B Goods Producing,1242.51
2022-01-09,Weekly earnings - median - 34 days,C Services,1145.07
2022-01-09,Weekly earnings - median - 34 days,Z No Match,696.07
2022-01-09,Weekly earnings - upper quartile - 34 days,Total,1640.51
2022-01-09,Weekly earnings - upper quartile - 34 days,A Primary,1419.98
2022-01-09,Weekly earnings - upper quartile - 34 days,B Goods Producing,1663.84
2022-01-09,Weekly earnings - upper quartile - 34 days,C Services,1677.04
2022-01-09,Weekly earnings - upper quartile - 34 days,Z No Match,1000.78
2022-01-09,Weekly earnings - lower quartile - 34 days,Total,764.55
2022-01-09,Weekly earnings - lower quartile - 34 days,A Primary,595
2022-01-09,Weekly earnings - lower quartile - 34 days,B Goods Producing,930.51
2022-01-09,Weekly earnings - lower quartile - 34 days,C Services,742.5
2022-01-09,Weekly earnings - lower quartile - 34 days,Z No Match,453.6
2022-01-16,Number of paid jobs - 34 days,Total,2277580
2022-01-16,Number of paid jobs - 34 days,A Primary,112870
2022-01-16,Number of paid jobs - 34 days,B Goods Producing,439570
2022-01-16,Number of paid jobs - 34 days,C Services,1668570
2022-01-16,Number of paid jobs - 34 days,Z No Match,56570
2022-01-16,Weekly earnings - median - 34 days,Total,1138.9
2022-01-16,Weekly earnings - median - 34 days,A Primary,1057.69
2022-01-16,Weekly earnings - median - 34 days,B Goods Producing,1254.5
2022-01-16,Weekly earnings - median - 34 days,C Services,1123.77
2022-01-16,Weekly earnings - median - 34 days,Z No Match,686.3
2022-01-16,Weekly earnings - upper quartile - 34 days,Total,1634.62
2022-01-16,Weekly earnings - upper quartile - 34 days,A Primary,1407.2
2022-01-16,Weekly earnings - upper quartile - 34 days,B Goods Producing,1674.25
2022-01-16,Weekly earnings - upper quartile - 34 days,C Services,1654.68
2022-01-16,Weekly earnings - upper quartile - 34 days,Z No Match,994.89
2022-01-16,Weekly earnings - lower quartile - 34 days,Total,761.4
2022-01-16,Weekly earnings - lower quartile - 34 days,A Primary,631.8
2022-01-16,Weekly earnings - lower quartile - 34 days,B Goods Producing,949.87
2022-01-16,Weekly earnings - lower quartile - 34 days,C Services,727
2022-01-16,Weekly earnings - lower quartile - 34 days,Z No Match,434.49
2022-01-23,Number of paid jobs - 34 days,Total,2293520
2022-01-23,Number of paid jobs - 34 days,A Primary,113130
2022-01-23,Number of paid jobs - 34 days,B Goods Producing,445380
2022-01-23,Number of paid jobs - 34 days,C Services,1677580
2022-01-23,Number of paid jobs - 34 days,Z No Match,57430
2022-01-23,Weekly earnings - median - 34 days,Total,1139.5
2022-01-23,Weekly earnings - median - 34 days,A Primary,1045
2022-01-23,Weekly earnings - median - 34 days,B Goods Producing,1267.55
2022-01-23,Weekly earnings - median - 34 days,C Services,1121
2022-01-23,Weekly earnings - median - 34 days,Z No Match,685.9
2022-01-23,Weekly earnings - upper quartile - 34 days,Total,1631.3
2022-01-23,Weekly earnings - upper quartile - 34 days,A Primary,1400
2022-01-23,Weekly earnings - upper quartile - 34 days,B Goods Producing,1680
2022-01-23,Weekly earnings - upper quartile - 34 days,C Services,1643.02
2022-01-23,Weekly earnings - upper quartile - 34 days,Z No Match,997.23
2022-01-23,Weekly earnings - lower quartile - 34 days,Total,769.23
2022-01-23,Weekly earnings - lower quartile - 34 days,A Primary,627
2022-01-23,Weekly earnings - lower quartile - 34 days,B Goods Producing,961.76
2022-01-23,Weekly earnings - lower quartile - 34 days,C Services,730
2022-01-23,Weekly earnings - lower quartile - 34 days,Z No Match,430.58
2022-01-30,Number of paid jobs - 34 days,Total,2320780
2022-01-30,Number of paid jobs - 34 days,A Primary,111520
2022-01-30,Number of paid jobs - 34 days,B Goods Producing,447120
2022-01-30,Number of paid jobs - 34 days,C Services,1703430
2022-01-30,Number of paid jobs - 34 days,Z No Match,58710
2022-01-30,Weekly earnings - median - 34 days,Total,1134
2022-01-30,Weekly earnings - median - 34 days,A Primary,1036.8
2022-01-30,Weekly earnings - median - 34 days,B Goods Producing,1267.9
2022-01-30,Weekly earnings - median - 34 days,C Services,1115.76
2022-01-30,Weekly earnings - median - 34 days,Z No Match,688.69
2022-01-30,Weekly earnings - upper quartile - 34 days,Total,1624.46
2022-01-30,Weekly earnings - upper quartile - 34 days,A Primary,1403.44
2022-01-30,Weekly earnings - upper quartile - 34 days,B Goods Producing,1678
2022-01-30,Weekly earnings - upper quartile - 34 days,C Services,1638
2022-01-30,Weekly earnings - upper quartile - 34 days,Z No Match,998.74
2022-01-30,Weekly earnings - lower quartile - 34 days,Total,756
2022-01-30,Weekly earnings - lower quartile - 34 days,A Primary,603.4
2022-01-30,Weekly earnings - lower quartile - 34 days,B Goods Producing,966.26
2022-01-30,Weekly earnings - lower quartile - 34 days,C Services,711.25
2022-01-30,Weekly earnings - lower quartile - 34 days,Z No Match,432
2022-02-06,Number of paid jobs - 34 days,Total,2331350
2022-02-06,Number of paid jobs - 34 days,A Primary,110040
2022-02-06,Number of paid jobs - 34 days,B Goods Producing,449720
2022-02-06,Number of paid jobs - 34 days,C Services,1711680
2022-02-06,Number of paid jobs - 34 days,Z No Match,59910
2022-02-06,Weekly earnings - median - 34 days,Total,1149.9
2022-02-06,Weekly earnings - median - 34 days,A Primary,1025.71
2022-02-06,Weekly earnings - median - 34 days,B Goods Producing,1272
2022-02-06,Weekly earnings - median - 34 days,C Services,1133.24
2022-02-06,Weekly earnings - median - 34 days,Z No Match,682.96
2022-02-06,Weekly earnings - upper quartile - 34 days,Total,1640.5
2022-02-06,Weekly earnings - upper quartile - 34 days,A Primary,1386.3
2022-02-06,Weekly earnings - upper quartile - 34 days,B Goods Producing,1699.19
2022-02-06,Weekly earnings - upper quartile - 34 days,C Services,1661.45
2022-02-06,Weekly earnings - upper quartile - 34 days,Z No Match,999.16
2022-02-06,Weekly earnings - lower quartile - 34 days,Total,756.43
2022-02-06,Weekly earnings - lower quartile - 34 days,A Primary,594
2022-02-06,Weekly earnings - lower quartile - 34 days,B Goods Producing,965
2022-02-06,Weekly earnings - lower quartile - 34 days,C Services,715.4
2022-02-06,Weekly earnings - lower quartile - 34 days,Z No Match,420.14
2022-02-13,Number of paid jobs - 34 days,Total,2320860
2022-02-13,Number of paid jobs - 34 days,A Primary,106380
2022-02-13,Number of paid jobs - 34 days,B Goods Producing,448630
2022-02-13,Number of paid jobs - 34 days,C Services,1708020
2022-02-13,Number of paid jobs - 34 days,Z No Match,57820
2022-02-13,Weekly earnings - median - 34 days,Total,1153
2022-02-13,Weekly earnings - median - 34 days,A Primary,1034.62
2022-02-13,Weekly earnings - median - 34 days,B Goods Producing,1287.5
2022-02-13,Weekly earnings - median - 34 days,C Services,1132.32
2022-02-13,Weekly earnings - median - 34 days,Z No Match,688.46
2022-02-13,Weekly earnings - upper quartile - 34 days,Total,1655.84
2022-02-13,Weekly earnings - upper quartile - 34 days,A Primary,1392.84
2022-02-13,Weekly earnings - upper quartile - 34 days,B Goods Producing,1730.77
2022-02-13,Weekly earnings - upper quartile - 34 days,C Services,1672.27
2022-02-13,Weekly earnings - upper quartile - 34 days,Z No Match,1000
2022-02-13,Weekly earnings - lower quartile - 34 days,Total,760.61
2022-02-13,Weekly earnings - lower quartile - 34 days,A Primary,598.91
2022-02-13,Weekly earnings - lower quartile - 34 days,B Goods Producing,976.08
2022-02-13,Weekly earnings - lower quartile - 34 days,C Services,716.5
2022-02-13,Weekly earnings - lower quartile - 34 days,Z No Match,433.76
2022-02-20,Number of paid jobs - 34 days,Total,2314300
2022-02-20,Number of paid jobs - 34 days,A Primary,106620
2022-02-20,Number of paid jobs - 34 days,B Goods Producing,446720
2022-02-20,Number of paid jobs - 34 days,C Services,1702780
2022-02-20,Number of paid jobs - 34 days,Z No Match,58190
2022-02-20,Weekly earnings - median - 34 days,Total,1153.85
2022-02-20,Weekly earnings - median - 34 days,A Primary,1072.16
2022-02-20,Weekly earnings - median - 34 days,B Goods Producing,1292.31
2022-02-20,Weekly earnings - median - 34 days,C Services,1134
2022-02-20,Weekly earnings - median - 34 days,Z No Match,688
2022-02-20,Weekly earnings - upper quartile - 34 days,Total,1663.04
2022-02-20,Weekly earnings - upper quartile - 34 days,A Primary,1425
2022-02-20,Weekly earnings - upper quartile - 34 days,B Goods Producing,1730.77
2022-02-20,Weekly earnings - upper quartile - 34 days,C Services,1677.78
2022-02-20,Weekly earnings - upper quartile - 34 days,Z No Match,1000
2022-02-20,Weekly earnings - lower quartile - 34 days,Total,768
2022-02-20,Weekly earnings - lower quartile - 34 days,A Primary,648
2022-02-20,Weekly earnings - lower quartile - 34 days,B Goods Producing,980
2022-02-20,Weekly earnings - lower quartile - 34 days,C Services,721.15
2022-02-20,Weekly earnings - lower quartile - 34 days,Z No Match,430
2022-02-27,Number of paid jobs - 34 days,Total,2316160
2022-02-27,Number of paid jobs - 34 days,A Primary,106160
2022-02-27,Number of paid jobs - 34 days,B Goods Producing,446560
2022-02-27,Number of paid jobs - 34 days,C Services,1704800
2022-02-27,Number of paid jobs - 34 days,Z No Match,58640
2022-02-27,Weekly earnings - median - 34 days,Total,1153.85
2022-02-27,Weekly earnings - median - 34 days,A Primary,1088.43
2022-02-27,Weekly earnings - median - 34 days,B Goods Producing,1288.47
2022-02-27,Weekly earnings - median - 34 days,C Services,1132.17
2022-02-27,Weekly earnings - median - 34 days,Z No Match,691.79
2022-02-27,Weekly earnings - upper quartile - 34 days,Total,1663.81
2022-02-27,Weekly earnings - upper quartile - 34 days,A Primary,1450
2022-02-27,Weekly earnings - upper quartile - 34 days,B Goods Producing,1729.17
2022-02-27,Weekly earnings - upper quartile - 34 days,C Services,1678.17
2022-02-27,Weekly earnings - upper quartile - 34 days,Z No Match,1001.37
2022-02-27,Weekly earnings - lower quartile - 34 days,Total,760
2022-02-27,Weekly earnings - lower quartile - 34 days,A Primary,649.11
2022-02-27,Weekly earnings - lower quartile - 34 days,B Goods Producing,974.46
2022-02-27,Weekly earnings - lower quartile - 34 days,C Services,714.36
2022-02-27,Weekly earnings - lower quartile - 34 days,Z No Match,432.19
2022-03-06,Number of paid jobs - 34 days,Total,2322100
2022-03-06,Number of paid jobs - 34 days,A Primary,106640
2022-03-06,Number of paid jobs - 34 days,B Goods Producing,447370
2022-03-06,Number of paid jobs - 34 days,C Services,1708310
